rating,review,place,date,des
5,Terrific,Markapur,5 months ago,Good picture quality and sound  quality low price for more future's full happy for this TV
3,Just okay,Parvathipuram,5 months ago,There is no in built apps like Netflix ,amazonprime and other some daily used apps  in play store. 3rd party apps are not working good
3,Decent product,New Delhi,5 months ago,flipkart delivered the item on time but installation agency did takes more time than commited time. TV installation have done after regular follow up with the agency.
5,Super!,Deesa,5 months ago,good tv
5,Super!,Gajapathinagaram,5 months ago,good
5,Perfect product!,Gurugram,5 months ago,A great tv. The only thing is when you switch on the TV you need to select HDMI every time for Tata sky. But worth buy it.
3,Decent product,Hyderabad,5 months ago,TV is not connecting to any smart device....it is showing an error saying...there is a problem in casting to the TV.
5,Highly recommended,Kurnool,5 months ago,Nice Product
5,Just wow!,Sehore,5 months ago,Superb
3,Just okay,Bengaluru,5 months ago,ovarall ok ok. but picture quality is not good. for connecting mobile you need separate wifi connection. you can connect mobile directly except you tube content.
4,Very Good,Warangal,5 months ago,awesome
5,Worth every penny,New Delhi,5 months ago,all are good but I m facing issue for connecting TV through Wi-Fi
5,Wonderful,Hyderabad,5 months ago,awesome product we all liked that
5,Classy product,Surat,5 months ago,Worth every penny
4,Delightful,Mumbai,5 months ago,It's the Best thing you get at this price ☺️Only Drawback is You can't run Netflix And Amazon Prime....,😢
5,Brilliant,Vapi,5 months ago,awesome product
4,Delightful,Palacole,5 months ago,Good but poor connectivity
5,Terrific,Hyderabad,5 months ago,Nice
5,Highly recommended,Kosamba,5 months ago,Great
5,Excellent,Kanpur,5 months ago,Truly excellent, value for money
4,Delightful,West Godavari District,5 months ago,good one
5,Super!,Birpara Tea Garden,5 months ago,wonderful tv...go for it.
4,Good choice,Bengaluru,5 months ago,Good product
5,Worth every penny,Bengaluru,5 months ago,Awesome TV in budget
5,Highly recommended,Patna,5 months ago,nice product...installation properly..sound is good
4,Very Good,Bokaro Steel City,5 months ago,Best TV in price range
4,Pretty good,Chittoor District,5 months ago,Nice
5,Terrific,Hyderabad,5 months ago,Wonder Full Product For Middile Class Family,,,,Good  Tv And Full Hd Super
4,Wonderful,Bengaluru,5 months ago,Awesome TV..HD Channels clarity very good, Normal SD channel clarity good. sound too good & there is no connectivity issue. I can very easily connect internet with mobile hotspot.. finally got a good TV with all the benefits.Finally flipkart delivery was on time but for installation we will have to be very patience with some Engineers..Got my superb TV at just Rs 19599....Thank you flipkart.
5,Wonderful,Ambarnath,5 months ago,perfect
5,Excellent,Ranchi,5 months ago,worth money
1,Horrible,Bengaluru,5 months ago,worst
5,Worth every penny,Hyderabad,5 months ago,nice 📺 experience.  value for money.
4,Wonderful,Dharmavaram,5 months ago,good quality
1,Don't waste your money,Palasa Kasibugga,5 months ago,need to do clarity of the picture
5,Worth every penny,Bengaluru,5 months ago,Good product and value for money
5,Best in the market!,Lucknow,5 months ago,Good
1,Not recommended at all,Bangalore,5 months ago,Actually i didn't like the person who cane to show demo and installation. He didn't show any demonstration and he came only for fitting wall mount and for money. And worst experience from him. we didn't take any wall mount from beacause he asking money for fitting.For tv 5starfor demo guy zero.....
3,Does the job,Indore,5 months ago,nice probuct
3,Just okay,Dhanbad,5 months ago,cover is good
5,Best in the market!,Kozhikode District,5 months ago,best
5,Brilliant,Tirukalukundram,5 months ago,Amazing smart TV, Sound quality goood, value for money
4,Wonderful,Kanpur,5 months ago,nice product in low price high price it's a quality is not high
3,Fair,Hoshiarpur,5 months ago,still 4a model is better than pro
5,Awesome,Tirupathur Vellore District,5 months ago,smart TV with affordable price and much better quality... totally satisfied with the product.....
5,Just wow!,Murshidabad,5 months ago,very useable and smart TV..love it.. highly recommended
3,Nice,Ludhiana,5 months ago,just average smart,I'm thinking of returning it as hangs during fhd video playback, sound clarity is so so.
5,Super!,Vapi,5 months ago,value for money
4,Very Good,Jammu,5 months ago,I got defected remote .
5,Awesome,Thane,5 months ago,VERY GOOD PRODUCT
5,Classy product,Aruppukkottai,5 months ago,Best quality ..... worth to buy .....video and audio quality was perfect......mi is always best
5,Highly recommended,Nagamalaipudukottai,5 months ago,Awesome
5,Terrific,Visakhapatnam,5 months ago,Good
5,Awesome,Gorakhpur,5 months ago,Worth of money
4,Worth the money,Bengaluru,5 months ago,good TV at the price point. Issue is no support is available for Netflix.
4,Very Good,Ambala,5 months ago,Nice LED on a good price.
5,Awesome,Rajahmundry,5 months ago,nice product
5,Wonderful,Mungeli,5 months ago,vry good
5,Awesome,Alappuzha,5 months ago,nice, super
3,Fair,Dhanbad,5 months ago,note a bad product
5,Mind-blowing purchase,Belagavi,5 months ago,just love it it's all rounder and value for money.
5,Perfect product!,Mumbai,5 months ago,TV is really good!!
5,Brilliant,Begusarai,5 months ago,It is totally value for money
5,Worth every penny,Ahmadpur,5 months ago,worth every penny
5,Perfect product!,Tiruchirappalli,5 months ago,good and worthable tv
5,Perfect product!,Phagwara,5 months ago,Value of money, good product
5,Great product,New Delhi,5 months ago,not bad .... connectivity issues with mobile ...sound is good
5,Wonderful,Tirupur,5 months ago,nicely super
5,Fabulous!,Venkatagiri,5 months ago,worth for money
3,Does the job,Jaipur,5 months ago,DO NOT BUY IF YOU WANT TO CONNECT YOUR PHONE TO RV WITHOUT INTERNET.
4,Very Good,Kullu,5 months ago,Good  Product.. Fast  delivery
5,Classy product,Bhilai,5 months ago,Nice product. The sound and picture quality is awesome. In the rat race of the Electronics brands please don't fall prey of expensive products. Go for products like MI. After every 6-8 years you'll have a option to replace your product with a new one. Don't waste money by overspending in big brands.Decision is your!Happy Shopping...
5,Best in the market!,Chennai,5 months ago,Super service and tv
5,Mind-blowing purchase,Thoothukkudi,5 months ago,Worth for 22,999 Clarity was good and Casting was good in TV and no Connectivity issue
5,Terrific,Olagadam,5 months ago,SUPER
5,Just wow!,Shahapur Thane District,5 months ago,TV is amazing  with features all.but only issues with connectivity not good as I expected.low connectivity time with mobile mirror functions.and very less app on the Google play store???
4,Pretty good,Prakasam District,5 months ago,good product,in time installation is very good
5,Just wow!,Thane,5 months ago,Nice and worth every penny
5,Classy product,Kochi,5 months ago,awesome TV with good picture clarity and also value for money
5,Perfect product!,Nellore,5 months ago,nice
5,Awesome,Banswada,5 months ago,awesome product
4,Very Good,Bengaluru,5 months ago,Worth for the money..
5,Highly recommended,Pune,5 months ago,good product
5,Great product,Amritsar,5 months ago,Very good
4,Worth the money,Dharmapuri,5 months ago,Worthy penny. Satisfied good to buy
5,Simply awesome,Patna,5 months ago,best product at cheap price
5,Perfect product!,Ahmedabad,5 months ago,best tv in this price range.
4,Delightful,Ludhiana,5 months ago,Very good but bluetooth connection bad
5,Best in the market!,Kachchh District,5 months ago,good picture ...
4,Pretty good,Palakkad District,5 months ago,Nailed it!!
5,Terrific purchase,Kalyan,5 months ago,amazing product, true value for money
5,Awesome,Mahesana,5 months ago,Best  smart TV in this price...
5,Awesome,Pondicherry,5 months ago,super tv
5,Great product,Patna,5 months ago,Zabardast performance and co-operation
4,Really Nice,Chittoor,5 months ago,nice product 3rd TV this one
5,Mind-blowing purchase,Kappiyarai,5 months ago,Super 👌
1,Absolute rubbish!,Prayagraj,5 months ago,flipkart says installation next day but it has been 5 days no one has came.
5,Terrific purchase,Badlapur,5 months ago,Must buy.. Value for money.
5,Best in the market!,Kota,5 months ago,Perfect product in the price range. Picture quality is average. 👏
5,Best in the market!,Sultanpur,5 months ago,Nice tv
5,Simply awesome,Siliguri,5 months ago,Superb product by Mi and delivary by flipkart jst superb.Same day delivery and installation done. Thank u flipkart.
4,Pretty good,Pasighat,5 months ago,Awesome product!
5,Must buy!,Coimbatore,5 months ago,Awesome tv... U can buy it with out second thoughts
5,Wonderful,Vadodara,5 months ago,Awesome at very affordable price...
5,Great product,Kadi,5 months ago,good picture quality & sound
5,Terrific,Sulur,5 months ago,awesome
4,Really Nice,Gandhidham,5 months ago,If you are compare picture quality with Sony its avg but at this price product is good
5,Must buy!,Hyderabad,5 months ago,Superb
5,Simply awesome,Hyderabad,5 months ago,good
4,Good quality product,Bengaluru,5 months ago,I used last 4months it's i did get any issues it's working really good
5,Perfect product!,Chittoor District,5 months ago,Good product
5,Terrific purchase,Bhusawal,5 months ago,good product value for money picture quality is good also sound quality is best i like it
3,Nice,Gulbarga,5 months ago,Nice project
4,Very Good,Visakhapatnam,5 months ago,good product
5,Just wow!,Hyderabad,5 months ago,good
3,Does the job,Proddatur,5 months ago,tv is excellent with low cost, sound also good, but main problem with sound is while watching tv words which are talking sound is very low and music sound is very high
4,Good choice,Srikakulam District,5 months ago,Mi is good for other smart tvs
5,Terrific purchase,Palakkad,5 months ago,Super tv i liked it very much
4,Delightful,Indore,5 months ago,I am writing review after 2 month of purchase...It is best deal in lowest price as compare to other brand like samsung, sony &Lg.. with g8t picture quality..only one problem i am facing mobile screening...otherwise  wifi connectivity and other features are mind blowing..i think everyone must go for it.
3,Just okay,Ahmed Nagar,5 months ago,Nice product
2,Moderate,Mysuru,5 months ago,Most of the Apps won't work, it keeps on restarting or it will be struck. poor performance
2,Bad quality,Thane,5 months ago,not good as Samsung
5,Great product,Certified Buyer,5 months ago,super
5,Terrific purchase,Palakkad District,5 months ago,Good product, Some connectivity issues ,bus that is negligible
4,Value-for-money,Ghaziabad,5 months ago,I received a broken piece. the screen had a crack. huge one. seller replaced it. so effective delivery time was over a week and fear of getting your money stuck. anyways the product I receive later is fine. video is good audio is good. voice control feature is great. only problem is that everytime I switch on the TV, I have to manually select the input mode to connect the cable. it by default opens internet when we switch it on
4,Really Nice,Panruti,5 months ago,super TV super good wow
5,Fabulous!,Howrah,5 months ago,Best TV
5,Brilliant,Bengaluru,5 months ago,Excellent product for the price. No complaints.
5,Mind-blowing purchase,Chennai,5 months ago,wonderful experience tv
5,Excellent,Rajahmundry,5 months ago,Best deal at this price
5,Great product,Mumbai,5 months ago,Superb tv .. best product in range 👏🏻
4,Value-for-money,Secunderabad,5 months ago,sooo west Bluetooth not connected to any one,and flipcart persons not supported me and extra 530rupees taken with me for fixing person vijay
5,Classy product,Udham Singh Nagar,5 months ago,good products
5,Classy product,Salem,5 months ago,value worth product I really impressed
3,Just okay,New Delhi,5 months ago,sound and connectivity issue
5,Best in the market!,Tiruppur District,5 months ago,wonerfull
5,Simply awesome,Hyderabad,5 months ago,Happy to buy the Mi TV and happy to buy from flipkart ... Fast and quick delivery.Coming to the point of product excellent picture quality; sound clarity all are awesome. Best android t.v in this generation..
5,Wonderful,Jhansi,5 months ago,great
5,Terrific,Sonipat,5 months ago,awsome
5,Awesome,Karimnagar,5 months ago,Best Smart Tv Ever ❤️
1,Worthless,Jaipur,5 months ago,play store is not download apps
5,Brilliant,Mumbai,5 months ago,value for money ;what SMART Andriod FULL HD TV; WIFI , BLUETOOTH  else required ?
3,Decent product,Chhindwara,5 months ago,all ok but issue with only beep sound when channel change /swipe in dish tv setup box remote ....kindly fix it
5,Just wow!,Jangaon,5 months ago,nice and good
5,Brilliant,Coimbatore,5 months ago,thought that sound would be jerky, but astonishing, everything is perfect, smooth. only problem is with sd channels upscale gives up pixelation.
5,Wonderful,Kolkata,5 months ago,Excellent TV I have ever seen in my lifebut when I connect to my dslr    the picture quality is not better .. my wifi is very close to TV . but whenever I open YouTube it says no internet connection
4,Really Nice,Gadwal,5 months ago,it's very nice product value for money
5,Super!,Pune,5 months ago,value for money
4,Wonderful,Visakhapatnam,5 months ago,exlent
5,Best in the market!,Hyderabad,5 months ago,guys don't think weather to go for it or not even I was thinking of going for it but finally ordered and recieved, one word to say is mind-blowing performance by MI ,
3,Good,New Delhi,5 months ago,mi products are simply awesome
5,Best in the market!,Asansol,5 months ago,awsome led
4,Very Good,Kollam District,5 months ago,Happy that I bought this product ..satisfied very much..only disappointed in connectivity issue ..sometimes it gets too long to screencast...but in this price range it's really worth buying .
5,Terrific,Suryapet,5 months ago,good tv
5,Perfect product!,Jangipur,5 months ago,nice product
4,Wonderful,Bengaluru,5 months ago,Very good and fast
4,Worth the money,Jammu,5 months ago,This tv is really value for money but don't expect too much from it......Premium brands like LG, Samsung, Sony and Panasonic charge more because of their picture quality. These brands have IPS Panel which produces good picture quality with better contrast and deeper blacks whereas budget brands like mi, tcl uses VA panel which is okay but not good as compared to IPS panel picture quality
5,Worth every penny,Mumbai,5 months ago,very great product 👍👌👌👍
5,Great product,Hyderabad,5 months ago,Product is excellent, but the installation service is very poor. They don’t have the wall mount brackets with them, I have got it myself from the market and called the installation guy to install it
5,Fabulous!,Mumbai,5 months ago,Best products for price .
5,Wonderful,Proddatur,5 months ago,very Nice product.
5,Must buy!,Durg,5 months ago,value of moneypicture quality well
5,Simply awesome,Unnao,5 months ago,Love it. Very good quality. Good interface.
5,Classy product,Lucknow,5 months ago,Amazing TV.. Value for money.
5,Just wow!,Chamarajanagar District,5 months ago,super tv
5,Worth every penny,Chamarajanagara,5 months ago,Great Product and Good installation Service.
5,Fabulous!,Warangal,5 months ago,NEED - HDMI Autoplay  ..... Sound Improvement.... Brightness ...... Bezel Design.... Extend Warranty ( 3 Years )
4,Pretty good,Chandrapur,5 months ago,awesome picture & sound quality....just need 3.1 mm jack for home theatre... every Bluetooth home theatre not connected this TV.. thank you
5,Excellent,Dungarpur,5 months ago,nice tv at min rate
5,Perfect product!,Surat,5 months ago,product is good.sound is amazing.product. delivered on time.
5,Super!,Ahmadnagar District,5 months ago,nice
5,Simply awesome,Hyderabad,5 months ago,Very Nice Good budget TV
4,Good quality product,Sindhudurg District,5 months ago,The Picture quality is really good but if you want Clear audio then the sound bar is must.  there is no issues with connectivity.
5,Mind-blowing purchase,Ahmedabad,5 months ago,superb sound and connectivity
5,Excellent,Ahmedabad,5 months ago,Happy with flipkart online shopping & good experience with flipkart & good support flipkart teem
5,Worth every penny,Gulbarga,5 months ago,very nice
1,Hated it!,Bengaluru,5 months ago,google cast not working .its bad tv.
1,Utterly Disappointed,Pune,5 months ago,Having terrible experience about smart remote. It is not functioning properly and fast. Google speak option is not working at all.
5,Wonderful,Bareilly,5 months ago,awesome purchase best in this proce
4,Really Nice,Hyderabad,5 months ago,Picture quality and sound are good.  Connectivity issues mainly while casting video gets stuck many times, and while watching Videos via WiFi internet. videos will play double times(not buffer) even the internet connectivity is good
4,Very Good,Chennai,5 months ago,The TV is good..only thing I have noticed was that camcast is not working as expected, it is strucking while playing may be because of the version it has. All other features are good. Worth for money. Go for it. Thanks
5,Brilliant,New Delhi,5 months ago,nice tv
5,Highly recommended,Chennai,5 months ago,wow nice price superb tv i like it tq mi
5,Classy product,Sara Industrial Estate,5 months ago,Perfect buy
5,Perfect product!,Daman,5 months ago,Worth for the amount
4,Wonderful,Bengaluru,5 months ago,value for money at this price, built in Chromecast connectivity is little flakey at times (since I have used actual Chromecast). would like adjusting brightness feature but all in all good. Sound is good too but doesn't have bass.
4,Wonderful,Kalyan,5 months ago,Awesome tv... Truly smart.. Good picture quality.. Good sound... Good connectivity... Only pros... No cons... Not to forget chromecast... Works like silk... Smoothly.. No lags within 5-8 mtrs range.. Which is what you use in a home..
5,Must buy!,Dhemaji,5 months ago,No words to express its awesomeness.. just waauu.. Go for it.
5,Terrific,Hyderabad,5 months ago,I bought this tv with a lot of research and a lot of apprehension, but at the price point it is the most attractive tv on offer in market, with Flipkart service at it's best the whole experience with the tv had not only be hassle free but very good. tv screen and display quality is awesome only issue or kind of refinement required is the sound quality. but overall satisfied with the product and service from Flipkart
5,Excellent,Bhupalpalle,5 months ago,picture quality is superawesome sound
5,Good Product,Bengaluru,5 months ago,good product, really liked it.
4,Wonderful,Bengaluru,5 months ago,TV is pretty awesome at this price range. I had faced issues with few apps not getting installed otherwise it's very good.
5,Best in the market!,Shivamogga,5 months ago,good tv hd clearity
4,Good quality product,Navi Mumbai,5 months ago,nice one
5,Awesome,Hyderabad,5 months ago,mi world leading technology superb experience
5,Wonderful,Kanpur,5 months ago,good tv at this price....
2,Could be way better,Ahmedabad,5 months ago,Severe issues with connectivity, netflix prime does not work.Go for it if you want to watch dth or cable, but smart tv’s are way hetter than this one.
5,Worth every penny,Chennai,5 months ago,Super good sound attractive price and super good quality
5,Excellent,Jhunjhunun,5 months ago,excellent
5,Super!,Rajahmundry,5 months ago,it's very nice product it's really amazing
4,Value-for-money,Bhilai,5 months ago,brightness issue .. but overall good
3,Nice,Karnal District,5 months ago,Good quality
5,Perfect product!,Jalna,5 months ago,Very good TV,  thanks Flipkart
5,Wonderful,Kottappally,5 months ago,great TV for this price
5,Classy product,Patiala,5 months ago,Although picture quality not best, but The Best Smart LED TV in market.
5,Brilliant,Walwa,5 months ago,Picture Quality & Service is Best.
4,Good quality product,Navi Mumbai,5 months ago,Value of money, super product.
1,Absolute rubbish!,Thane District,5 months ago,has problems in mirroring with mobile ..am fed up now..
5,Classy product,Chandigarh,5 months ago,Honestly According to the price point it was Amazing Deal by Xiaomi....Thanks Xiaomi
5,Classy product,Baramati,5 months ago,very good product
4,Wonderful,Bengaluru,5 months ago,Nice tv from MI
5,Terrific purchase,Srikalahasti,5 months ago,excellent I cont bileve
1,Horrible,Hisar,5 months ago,filpkart is cheater and the led is very very bad donot buy led from filpkart please
2,Expected a better product,Palladam,5 months ago,Sound quality when I take output is not good. Can't be installed other vedio player apps. Can't be moved the curser easily.,. need solution
5,Wonderful,Navi Mumbai,5 months ago,good product
5,Terrific purchase,Sambalpur,5 months ago,mind blowing purchase.
5,Great product,Certified Buyer,5 months ago,great tv
5,Fabulous!,Ghaziabad,5 months ago,superb TV with great price of amount.
5,Fabulous!,Hardoi District,5 months ago,awesome TV from mi
5,Brilliant,New Delhi,5 months ago,awesome product
4,Pretty good,Nandivaram Guduvancheri,5 months ago,nice TV
4,Delightful,Devarapalli,5 months ago,super
5,Awesome,Bhimavaram,5 months ago,nice
5,Fabulous!,Yellandu,5 months ago,tv is super but installation was very late
4,Really Nice,Hosur,5 months ago,Its good product & very nice.
1,Don't waste your money,Hyderabad,5 months ago,sound is not good, picture quality is okayish. the main problem I have is WiFi connectivity drops frequently and randomly.. it seems it's a known problem to MI developers and they are not bothered to fix.
5,Just wow!,Solapur,5 months ago,extremely wondering, like it's picture quality, sound as well as look in such less price
5,Worth every penny,Bengaluru,5 months ago,Awesome, price worthy, and good quality and quick service
4,Pretty good,Ernakulam,5 months ago,good
5,Simply awesome,Dharmsala,5 months ago,Best in price
4,Wonderful,Bijapur,5 months ago,Over all good but connectivity means bluetooth,mirroring options are worst except these mi pro value for money
5,Must buy!,Rajahmundry,5 months ago,moveless budget tv
5,Awesome,Jammu,5 months ago,brilliant in this budget. total value for money. excellent picture and sound quality and features in this budget.these features u will get in more than 40 k in other brands.
5,Brilliant,Certified Buyer,5 months ago,good product
4,Pretty good,Jabalpur,5 months ago,Its nice TV                                                 The only problem is that it's wifi connection is buggy n also low range
5,Excellent,Dhanbad,5 months ago,well satisfied with the TV. 5 out of 5.
5,Simply awesome,Budaun,5 months ago,awesome one
4,Value-for-money,Bangalore,5 months ago,It's return on investment product. worth for the given amount.
5,Wonderful,Dohad District,5 months ago,TV all over good performance... Paisa wasool...
5,Awesome,Mumbai,5 months ago,Best TV
4,Good quality product,Sainthia,5 months ago,it's a good led tv
5,Mind-blowing purchase,Hyderabad,5 months ago,Excellent!!!
4,Pretty good,Gwalior,5 months ago,Nice pictures quality, nice features, and sound  in hearing good, and android features good,  connecting with mobile, awesome features. Kam kimmat mne Bada dhamakaa. Feeling good about it.
5,Terrific,Bengaluru,5 months ago,Till now it's been a wonderful product!!!
4,Wonderful,Hyderabad,5 months ago,excellent tv for your budget but sound is not upto mark echo sound is producing
4,Pretty good,Nagina,5 months ago,best product in this price rangeno problem at all trust medelivery 4 days before(it was taking 8 odd days )but only problem is if you live in tier 3 city like me it takes a good amount of days and phone calls tobut the staff it supportive and nic who came to installfor tier1 citiers go for it blinding in this price range best feature best everything
5,Great product,Maddur,5 months ago,nice tv
5,Great product,Bengaluru,5 months ago,Its Awesome
5,Excellent,Hyderabad,5 months ago,Worth of money, good one.
5,Terrific purchase,Shahada,5 months ago,mi is the best
1,Unsatisfactory,Kakinada,5 months ago,poor connevity and restarting frequently
3,Does the job,Hosur,5 months ago,ok
5,Classy product,Belgaum District,5 months ago,nice
5,Worth every penny,Bengaluru,5 months ago,no words express abt its build quality and picture quality at this price range
5,Super!,North Twenty Four Parganas District,5 months ago,Best budget TV in market
4,Good quality product,Patna,5 months ago,all is well but sounds quality is not good
1,Utterly Disappointed,Ahmedabad,5 months ago,cast connectivity poor and tv automatically shutdown
5,Simply awesome,Rampurhat,5 months ago,fabulous TV and Great delivery by flipkart, delivery at right time and after two hours of delivery installation team call me for installation and came after half and hour and installation the TV.. GREAT  EXPERIENCE....Totally thanks to flipkart
5,Terrific,Darbhanga,5 months ago,I m happy
5,Must buy!,Waluj Midc,5 months ago,Ekdam cheap and useful
5,Worth every penny,Nayudupeta,5 months ago,Very good product for better price. Quality of pic is excellent. Totally satisfied with performance.
5,Simply awesome,Bhubaneswar,5 months ago,Amazing product , value for money , Hope for the god future reliability
5,Super!,Uttara Kannada District,5 months ago,amazing TV in this prize......I really loved it..
5,Super!,Ghaziabad,5 months ago,It is superb TV for this price.
1,Absolute rubbish!,Khandwa,5 months ago,not display now at this time
5,Worth every penny,Guwahati,5 months ago,Best ✅
5,T v,Kalyan,5 months ago,Good
4,Wonderful,North Goa,5 months ago,MI LED pro.. Till now I have no problem with that, excluding minute problems like1. Video lags while casting from my mobile (wireless)2. My Panasonic home theater is not getting connected via Bluetooth, while my boat wireless headphone is getting connected.3. Need to add more ROM & RAM in tv as it is very less.. for updating and for more apps.Overall performance is very good as compared to price. I mostly use it for set top box cable network.
5,Classy product,Kalyan,5 months ago,Awesome tv and flipkart service r very fast and jeeves engineer also very punctual tysm flipkart
1,Absolute rubbish!,Hyderabad,5 months ago,Not Connecting Bluetooth , worst the option
5,Fabulous!,Patna,5 months ago,Best product in this segment.. I am writing this review after 1 month of use. Picture quality is awesome at 1080p and 🔊 speaker is matchless. No need of home theatre. Dolby type sound. 👍👍
5,Must buy!,Amravati,5 months ago,it's value for money
5,Wonderful,Chennai,5 months ago,Personally under this price range this is the best TV I have ever seen, all the features are good except it's refresh speed 60hrz. Except that Mi 4a android tv 43inch is the best!!....
2,Expected a better product,Guntur,5 months ago,Product ok
5,Super!,Budaun,5 months ago,super TV amazing graphic best for pubg
5,Worth every penny,Ahmedabad,5 months ago,Nice TV .This is my second order of MI 43 inch tv from flipkart.
5,Best in the market!,Vadodara,5 months ago,Excellent product.... Good going Mi😘
5,Excellent,Hyderabad,5 months ago,Good tv, but installing person was rude behaviour I am really disappointed
5,Highly recommended,Chennai,5 months ago,worth for money
5,Simply awesome,Varanasi,5 months ago,nice product
4,Value-for-money,Nellore,5 months ago,good
5,Great product,Prakasam District,5 months ago,excellent tv
5,Fabulous!,Dehradun,5 months ago,superb product in this price range..
4,Delightful,Bangalore,5 months ago,worth of money
5,Must buy!,Junagadh,5 months ago,beautiful display very nice performance
5,Brilliant,Navi Mumbai,5 months ago,good
4,Nice product,Bengaluru,5 months ago,this is my first tv I purchased in my life overall the product is good and delivery is awesome : 04 May i am seeing delay in contact  from google assiatant between remote and tv will add further issues if found any
5,Terrific purchase,Tirupati,5 months ago,superb
5,Simply awesome,Korba,5 months ago,Very good product in this budget segment.
5,Just wow!,Bengaluru,5 months ago,very good response
5,Wonderful,Bengaluru,5 months ago,value for money. timely delivery and installed.
5,Wonderful,Certified Buyer,5 months ago,TV is very good but delivery boy nature is very bad .
4,Good quality product,Chennai,5 months ago,GOOD
5,Good product.,Mandi District,5 months ago,Excellent service by Flipkart and we liked the product.
5,Mind-blowing purchase,Durgapur,5 months ago,Excellent  TV
5,Terrific,Kharagpur,5 months ago,awesome product.
2,Slightly disappointed,Siddipet,5 months ago,crome cast not working . installation persons not coming to home delay connectivity not working
5,Mind-blowing purchase,Tirupati,5 months ago,super product value for money
3,Just okay,Bangalore,5 months ago,I have been using this product for a month now. The picture and sound quality is awesome. The performance is real good in terms of OS and switching between apps. But this model has certain issues which forced me to keep the rating to 3 star. Details below to help potential buyers -1. Would occasionally hang and restart, while playing a video. Could be a software problem.2. The equalizer for audio does not have much filtering option. And most of the time it will loose the setting after the...
5,Brilliant,Nashik,5 months ago,awesome productvalue for money
4,Nice product,Kozhikode,5 months ago,nice prodect
4,More fetures there....,Sivagiri Erode District,5 months ago,nice one, gooing well....
3,Decent product,Tirupati,5 months ago,excellent product
4,Value-for-money,Surat,5 months ago,good
5,Terrific,Faizabad,5 months ago,very nice product
5,Terrific,Kolkata,5 months ago,pictue Quality is awesome...full hd 1080p tv...runs youtube videos in 2k in great quatily...absolutely flawless...
5,Terrific,Rajkot,5 months ago,Awesome. Loved the overall performance.
5,Classy product,Visakhapatnam,5 months ago,nice tv
5,Must buy! its Awesome excellent features.,Meerut,5 months ago,Led was good more update after used one month but i got disconnect when you watching movie or other things via connect by your mobiles .program got stop in led but in mobile movie still running.there are still face problem.
5,Terrific purchase,Pune,5 months ago,Very Good Picture Quality...Full HD killed it...Very nice sound quality...User Interface is very good
4,Worth the money,Mumbai,5 months ago,after one month of use ....it's working good... picture quality and connectivity is very good...it  just get slow when you install too much of app other wise it's fine...I m statisfied with product...no need to install setup box...bcoz you can download app and watch your show..just requires good internet connectivity 👌
5,Excellent,Vellore,5 months ago,nice smart TVproduct
5,Simply awesome,Faridabad,5 months ago,very nice product HD quality audio and all function
4,Value-for-money,Kachchh District,5 months ago,best TV
4,Delightful,Hyderabad,5 months ago,connectivity problem other than superb
5,Classy product,Bargarh District,5 months ago,awsome tv just enjoying it
5,Brilliant,Attayampatti,5 months ago,good
4,Delightful,Ichalkaranji,5 months ago,superb tv... value for money
5,Awesome,Kichha,5 months ago,Best TV In this  price Segment.
5,Awesome,Pune,5 months ago,It’s an awesome vfm tv.... wit best features... m happy after purchase... but a small tip... don’t mount this tv opposite ur window
4,Nice product,Dehradun,5 months ago,Good product
4,Worth the money,Kalyan,5 months ago,Product is very good..but installation is to late around 15 Days  to 20 Day taken for installation.
5,Terrific purchase,Jammu,5 months ago,greatt.......
5,Great product,Aluva,5 months ago,Nice
5,Excellent,Bid,5 months ago,nice product n very nice clarity n internet connectivitymoney saving product
5,Simply awesome,Gondal,5 months ago,Best TV
5,Brilliant,Chennai,5 months ago,nice
5,Best in the market!,Mumbai,5 months ago,a MVP of its range
5,Excellent,Kutiyana,5 months ago,overall Good at this price
4,Good choice,Warangal,5 months ago,nice product... budget tv
5,Classy product,Munger,5 months ago,wow! the product is fully awesome..loved it❤️
5,Best in the market!,Basavana Bagevadi,5 months ago,It's good but installation was delayed
5,Fabulous!,Agra,5 months ago,Amazing Tv with optimistic view quality.The colours looks natural and real. 43 inches in 20k is a bunus for all.
4,Nice product,Shimoga District,5 months ago,super TV
5,Simply awesome,Haveri,5 months ago,Compare to the old MI 43 TV this one is true Android TV
5,Must buy!,Pudupattinam,5 months ago,Good picture and sound quality.
5,Just wow!,Vellore,5 months ago,One of the best android smart TV  in the Market at this price range. Just go for it without any second thought. #MI - the brand speaks!
5,Best in the market!,Paonta Sahib,5 months ago,Excellent in all way and cost is also best as per product ....
5,Wonderful,Doiwala,5 months ago,An excellent experience
5,Terrific purchase,Barnala,5 months ago,Awesome led
5,Awesome,New Delhi,5 months ago,installation done thanks
4,Value-for-money,Ahmedabad,5 months ago,nice prodecat
4,Wonderful,Bellary,5 months ago,great
5,Great product,Nellore,5 months ago,Everything Things is fine. But Some Vibration like Sound is heard for some specific channels.
4,Good choice,Vellore District,5 months ago,good
5,Best in the market!,Buxar,5 months ago,this tv is very very beautiful..picture and sound quality so very good..thanks for flipkart,mi tv
4,Value-for-money,Tiruchirappalli,5 months ago,Overall it is an nice product, but the picture quality is mildly not clear while viewing closely for the tv. Apart from that the tv is absolutely value for money
